Message,preprocess_message,Label
@user jajajajajajaj la desesperación pues loca,  jajajajajajaj la desesperación pues loca ,0
"Lo bueno de mi plan es que tienen Internet ilimitado en 3G y 4G, es ilimitado desde que lo contrate hace 5 años",lo bueno de mi plan es que tienen internet ilimitado en 3 g y 4 g  es ilimitado desde que lo contrate hace 5 años ,1
Me aso  santander estaba mejor,me aso   santander estaba mejor ,-1
@user el viaje de ida fue largo y el bus incomodón. La vuelta en la Peri estuvo muy bien. Y con internet gratis por 20 minutos!,  el viaje de ida fue largo y el bus incomodón  la vuelta en la peri estuvo muy bien  y con internet gratis por 20 minutos  ,0
Ser productora radiofónica es lo mejor de la vida,ser productora radiofónica es lo mejor de la vida ,1
No salí el fin de semana porque hoy tenía examen y salgo del examen y nadie quiere ir por una torta chilena,no salí el fin de semana porque hoy tenía examen y salgo del examen y nadie quiere ir por una torta chilena ,-1
Me he puesto a llorar en plena oficina porque no podía abrir mi bolsa de m&m's y no quería pedir ayuda para no tener que invitar,me he puesto a llorar en plena oficina porque no podía abrir mi bolsa de m&m's y no quería pedir ayuda para no tener que invitar ,0
".@user en los #FF a ... por ser la persona más amable y cariñosa. Quiero achucharte  #TuitUtil... ponéis ""amable"" 2 veces",.@user en los  a      por ser la persona más amable y cariñosa  quiero achucharte     ponéis  amable  2 veces ,1
"Entró una venezolana a trabajar en la empresa donde laboro. Me apena la crisis en su país, está bien jodido todo allá.",entró una venezolana a trabajar en la empresa donde laboro  me apena la crisis en su país  está bien jodido todo allá  ,-1
"@user tolerancia pilu, tolerancia siempre nadie es mejor o peor por la musica que escucha shaky shaky shaky shaky shaky",  tolerancia pilu  tolerancia siempre nadie es mejor o peor por la musica que escucha shaky shaky shaky shaky shaky ,0
@user la líder de las Gerudo? Podría ser aunque en bonito,  la líder de las gerudo  podría ser aunque en bonito ,1
@user lcp te da solo una galleta rellenita de 30 céntimos y un vasito de cifrut,  lcp te da solo una galleta rellenita de 30 céntimos y un vasito de cifrut ,-1
Algún alma caritativa me tiene que prestar el Pokemon,algún alma caritativa me tiene que prestar el pokemon ,0
Sigamos siendo felices felices felices,sigamos siendo felices felices felices ,1
@user @user Cuidado con lo que deseas  ¿No te acuerdas de lo pesados que fuimos cuando sacamos la primera parte?,    cuidado con lo que deseas    no te acuerdas de lo pesados que fuimos cuando sacamos la primera parte  ,-1
Echo de menos las barras libres del Tángara.. aunque después tuviera las resacas del siglo,echo de menos las barras libres del tángara  aunque después tuviera las resacas del siglo ,0
Pocas maneras mejores se me ocurren para empezar una semana...  http,pocas maneras mejores se me ocurren para empezar una semana    http ,1
@user se que no me vas a leer pero si pudieras decirme a que hora coges el ave a mañana me harias muy feliz. No he podido verte hoy,  se que no me vas a leer pero si pudieras decirme a que hora coges el ave a mañana me harias muy feliz  no he podido verte hoy ,-1
@user jajaja ya sabes que las canciones hablan mucho de cosas ficticias,  jajaja ya sabes que las canciones hablan mucho de cosas ficticias ,0
#postrecito para endulzarme un poquito, para endulzarme un poquito ,1
"@user Pues yo no me crei esa expulsion, me parecio otro tongo como la de Ares, los dos mayores robados de aquella temporada",  pues yo no me crei esa expulsion  me parecio otro tongo como la de ares  los dos mayores robados de aquella temporada ,-1
"@user ya ahí si no sabría decirte generalmente siempre hace sol temprano, se llega a poner nublado es como luego de las 3pm.",  ya ahí si no sabría decirte generalmente siempre hace sol temprano  se llega a poner nublado es como luego de las 3 pm  ,0
"@user sin animo de ofender a las focas, que son lo mas mejor de este mundo",  sin animo de ofender a las focas  que son lo mas mejor de este mundo ,1
Me siento estafada con la hamburguesa pensé que era de pollo pero de pollo con pavo 🦃 #nomegusta,me siento estafada con la hamburguesa pensé que era de pollo pero de pollo con pavo 🦃  ,-1
"@user @user Alguien sabrá, alguien en ese extraño lugar que es el futuro. Esto es una empresa para la humanidad",    alguien sabrá  alguien en ese extraño lugar que es el futuro  esto es una empresa para la humanidad ,0
En comentarios: - Que linda. - Graciaaas. ¡¡Te extraño!! Tenemos que vernos de todas. Por FBC - ¡Hola! - *Visto a las...*,en comentarios   que linda   graciaaas    te extraño   tenemos que vernos de todas  por fbc   hola    visto a las   ,1
@user LO vi !! lamentable realidad,  lo vi   lamentable realidad ,-1
"@user ya pss quiero ver juego , aguita pa ti!!!",  ya pss quiero ver juego  aguita pa ti    ,0
"@user gracias, guapa!! menuda promoción me haces!! eres un sol",  gracias  guapa   menuda promoción me haces   eres un sol ,1
"@user y me dices cual es  Maldita gentuza envidiosa, que dejen de denunciar sin sentido ¬¬",  y me dices cual es   maldita gentuza envidiosa  que dejen de denunciar sin sentido ¬¬ ,-1
@user Pero a veces también pongo cara de simpático,  pero a veces también pongo cara de simpático ,0
"@user @user ¡gracias por el saludo! Jonasito está calentando la voz para entonar el ""feliz cumpleaños"" a lo Wagner",     gracias por el saludo  jonasito está calentando la voz para entonar el  feliz cumpleaños  a lo wagner ,1
Que este año se verá el desánimo del  soberanismo ha dicho Arrimadas. Casi 400.000 inscritos + cientos de miles x libre.  Desánimo.,que este año se verá el desánimo del   soberanismo ha dicho arrimadas  casi 400.000 inscritos + cientos de miles x libre    desánimo  ,-1
"@user @user Los de estos últimos 2 años son muy bonitos y no tyengo ninguno   Diego, podrías traerme algunos, ¿no?",    los de estos últimos 2 años son muy bonitos y no tyengo ninguno    diego  podrías traerme algunos   no  ,0
"@user En Castalla (Alicante) muy oportunamente, a primeros de mes celebran sus fiestas de Moros i Cristians i todos están de fiesta!",  en castalla  alicante  muy oportunamente  a primeros de mes celebran sus fiestas de moros i cristians i todos están de fiesta  ,1
"@user yo puedo cambiar de opinión, de cara es más difícil, porque vale una pasta.",  yo puedo cambiar de opinión  de cara es más difícil  porque vale una pasta  ,-1
@user hola   ¿me podrían seguir para hacer una consulta por Mensaje Directo? Muchas gracias,  hola     me podrían seguir para hacer una consulta por mensaje directo  muchas gracias ,0
Pero bueno es Año Nuevo y tengo que transmitir buena vibra ¡Feliz año!,pero bueno es año nuevo y tengo que transmitir buena vibra  feliz año  ,1
@user pues si. Pero por lo menos podrían ser actores  puestos a hacer el paripe. Que sean profesionales,  pues si  pero por lo menos podrían ser actores   puestos a hacer el paripe  que sean profesionales ,-1
"!! Yo solía amarla,Yo sabía que la echaría de menos !! #GNR   Empezando El Dia Griss",  yo solía amarla  yo sabía que la echaría de menos       empezando el dia griss ,0
"@user ¿eliminada? Nooo, no la han eliminado. Pasó a la semifinal el otro día",   eliminada  nooo  no la han eliminado  pasó a la semifinal el otro día ,1
@user era más cantoso en returns la carga religiosa,  era más cantoso en returns la carga religiosa ,-1
Pasa la noche conmigo bonita y quédate mañana todo el día,pasa la noche conmigo bonita y quédate mañana todo el día ,0
@user los trabajos de ese curso son bonitos. ¿Qué tiene q hacer?,  los trabajos de ese curso son bonitos   qué tiene q hacer  ,1
@user Yo he citado varias veces a Heidegger en tuíter y me meto contigo,  yo he citado varias veces a heidegger en tuíter y me meto contigo ,-1
@user  sumo a los que tuviera yo a eso ^-^,    sumo a los que tuviera yo a eso ^-^ ,0
Vamos @user !  Un esfuerzo esta segunda parte  y a ver si con la victoria @user os deja un rato en la feria de Albacete,vamos      un esfuerzo esta segunda parte   y a ver si con la victoria   os deja un rato en la feria de albacete ,1
@user no fui al último concierto pq nadie me quería acompañar,  no fui al último concierto pq nadie me quería acompañar ,-1
Esta tarde me compro el primer libro de Biblioteca Mitológica que sólo cuesta 2€. Ya los demás no que son casi 10€,esta tarde me compro el primer libro de biblioteca mitológica que sólo cuesta 2€. ya los demás no que son casi 10 € ,0
"@user ahh, por lo menos. Es que si me decia Alicia o Emilia la mandaba a dar por perdido porel curso. ¡RELAJESE! NO SE VA QUEDAR.",  ahh  por lo menos  es que si me decia alicia o emilia la mandaba a dar por perdido porel curso   relajese  no se va quedar  ,1
"Madrid está lleno de comida y crushes, no me llevéis de aquí",madrid está lleno de comida y crushes  no me llevéis de aquí ,-1
"Hoy ha sido un día duro, y me he pillado un dedo con una puerta y me duele mucho  pero se me pasa sabiendo que mañana veo a @user 💚💚",hoy ha sido un día duro  y me he pillado un dedo con una puerta y me duele mucho   pero se me pasa sabiendo que mañana veo a   💚 💚 ,0
"#Guerrero es, de leeejos, la mejor película comercial que ha lanzado @user hasta hoy. Lo cual no será decir mucho, pero es lo que es", es  de leeejos  la mejor película comercial que ha lanzado   hasta hoy  lo cual no será decir mucho  pero es lo que es ,1
@user sigo sin acostumbrarme a su nueva boca/dientes,  sigo sin acostumbrarme a su nueva boca  dientes ,-1
@user el nuevo Dr Vet @user ayudeme mi perrita no acepta a un cachorro que le hemos dado temporal que hago?,  el nuevo dr vet   ayudeme mi perrita no acepta a un cachorro que le hemos dado temporal que hago  ,0
"@user y también #ciudadochicos  muchísimas gracias jajajaj pero aún queda  muchísimo, solo he adelgazado y aumentado músculo ;",  y también    muchísimas gracias jajajaj pero aún queda   muchísimo  solo he adelgazado y aumentado músculo  ,1
"Mario Bros cruzó 200 mundos, mató a 4000 enemigos sólo para ver a su princesa y tú no eres capaz de mandarle un jodido mensaje.-.- idiota",mario bros cruzó 200 mundos  mató a 4000 enemigos sólo para ver a su princesa y tú no eres capaz de mandarle un jodido mensaje.-.- idiota ,-1
@user @user no sabia que eran pareja.,    no sabia que eran pareja  ,0
Es grandioso conocer a personas maravillosas como ustedes @user @user se quedan en el corazón de las que las conocen.,es grandioso conocer a personas maravillosas como ustedes     se quedan en el corazón de las que las conocen  ,1
"@user ¡los médicos siempre te dicen cosas horribles, citizen!",   los médicos siempre te dicen cosas horribles  citizen  ,-1
"Y Dalia, si ve esto cómase un moco ahno mentira pero es que es muy linda y... me entiende??",y dalia  si ve esto cómase un moco ahno mentira pero es que es muy linda y  me entiende   ,0
@user y yo hemos perdido el bus por segunda vez la vida nos sonríe,  y yo hemos perdido el bus por segunda vez la vida nos sonríe ,1
@user Yo a veces hecho de menos mi pelo largo por eso mismo entre otras cosas,  yo a veces hecho de menos mi pelo largo por eso mismo entre otras cosas ,-1
@user ¿en serio? :0 aprendo gracias a un sitio que una amiga me recomendó y ahora estoy viendo unos videos,   en serio  :0 aprendo gracias a un sitio que una amiga me recomendó y ahora estoy viendo unos videos ,0
#Volverdevacaciones es menos duro cuando la oficina es como una vuelta a casa  @user, es menos duro cuando la oficina es como una vuelta a casa     ,1
La figura de magearna se esta retrasando un poco  Es raro en ese vendedor  aunque normalmente le pido un pack grande,la figura de magearna se esta retrasando un poco   es raro en ese vendedor   aunque normalmente le pido un pack grande ,-1
Feliz Cumpleaños @user ! Te deseo los mayores éxitos muchacho! . @user un par de chelas heladas parfavar!,feliz cumpleaños    te deseo los mayores éxitos muchacho     un par de chelas heladas parfavar  ,0
@user @user @user Sí! Yo creo que vamos a acabar muuuuuuuuy contentas,      sí  yo creo que vamos a acabar muuuuuuuuy contentas ,1
"@user Entonces eres persona y sufres este calor   Intenta dormir más fresquita o más horas, si puedes",  entonces eres persona y sufres este calor    intenta dormir más fresquita o más horas  si puedes ,-1
"@user y me responde, a no gracias estoy a dieta jjajajajaja",  y me responde  a no gracias estoy a dieta jjajajajaja ,0
"No estaba muerte, andaba de parranda! Jejeje",no estaba muerte  andaba de parranda  jejeje ,1
"@user Lo del podio para darle el premio es más cómico que la diferencia de altura, que la tenemos todos",  lo del podio para darle el premio es más cómico que la diferencia de altura  que la tenemos todos ,-1
Peeeeeero que necesidad hay para que tanto problema. JAJAJA,peeeeeero que necesidad hay para que tanto problema  jajaja ,0
"@user si si, prendieron fuego !! La única que me sabía la cantaron cuando estaba haciendo fila en el baño 1 gusto conocerte!!",  si si  prendieron fuego   la única que me sabía la cantaron cuando estaba haciendo fila en el baño 1 gusto conocerte   ,1
